"name","label","typeName","alias","country","dataset","dictionary","entity"
"C5P291","Pm12a+: Su último hijo nacido vivo - Mes","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P292","Pm12a+: Su último hijo nacido vivo  - Año","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"FACTORPOND","Población total","real","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"EDQUINQ","P: Edad en grupos quinquenales","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"P03ESC","P: Población de 3 a 24 años, por grupo de edad","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"P03GQ15M","P: Población de 15 años a más en grupos quinquenales","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"PET","P15a+: Población en edad de trabajar - PET","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"P09DISC","Población con alguna discapacidad","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"P08AFILIA","Población afiliada a seguros de salud","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P5DI","P: Distrito o país donde vive permanentemente","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P6DI","P: Distrito o país donde vivía hace 5 años","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P7DI","P: Distrito o país donde vivía su madre","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P15DI","P3a+: Distrito o país de la Institución a la que asiste","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P5PV","P: Provincia o continente donde vive permanentemente","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P6PV","P: Provincia o continente donde vivía hace 5 años","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P7PV","P: Provincia o continente donde vivía su madre","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"C5P15PV","P3a+: Provincia o continente de la Institución a la que asiste","integer","","peru","CP2017PER","data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D.dicX","PERSONA"
"IDREG","Identificação da Região Geográfica","string","","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","REGIAO"
"REGIAO","Código da Região Geográfica","integer","","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","REGIAO"
"REGNOME","Nome das Regiões","string","","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","REGIAO"
"IDUF","Identificação da Unidade da Federação","string","","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","UF"
"UF","Unidade da Federação","integer","V0001","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","UF"
"UFNOME","Nome das UFs","string","","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","UF"
"IDMUNIC","Identificação de Município","string","","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","MUNIC"
"MUNIC","Município","integer","V0002","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","MUNIC"
"RM","Região metropolitana","integer","V1004","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","MUNIC"
"MUNICNOME","Nome dos Municípios","string","","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","MUNIC"
"UFMUNIC","Composição de UF e MUNIC","integer","","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","MUNIC"
"MESOCOD","Código das Mesorregiões","integer","","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","MUNIC"
"MESONOME","Nome das Mesorregiões","string","","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","MUNIC"
"MICROCOD","Código das Microregiões","integer","","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","MUNIC"
"MICRONOME","Nome das Microregiões","string","","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","MUNIC"
"IDAPOND","Identificação de Área de Ponderação","string","","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","APOND"
"APOND","Área de Ponderação","integer","V0011","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","APOND"
"APONDNOME","Nome das Áreas de Ponderação","string","","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","APOND"
"APONDTIPO","Tipo das Áreas de Ponderação","integer","","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","APOND"
"CONTROLE","Controle","integer","V0300","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"DPESO","Peso Amostral","real","","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"SITUACAO","Situação do domicílio","integer","V1006","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"ESPECIE","Espécie de Unidade Visitada","integer","V4001","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"TIPO","Tipo de Espécie","integer","V4002","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"CONDOCUP","Condição de ocupação","integer","V0201","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"ALUGUEL","Valor do aluguel","integer","V2011","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"PAREDES","Paredes externas","integer","V0202","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"COMODOS","Cômodos","integer","V0203","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"DORMIT","Dormitórios","integer","V0204","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"BANHEIROS","Banheiros de uso exclusivo","integer","V0205","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"SANITAR","Sanitário ou buraco para dejeções","integer","V0206","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"ESGOTO","Esgotamento sanitário","integer","V0207","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"AGUA","Abastecimento de água","integer","V0208","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"CANALIZ","Água canalizada","integer","V0209","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"LIXO","Lixo, destino","integer","V0210","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"ELETRIC","Energia elétrica","integer","V0211","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"MEDIDOR","Medidor ou relógio para energia elétrica","integer","V0212","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"RADIO","Rádio, existência","integer","V0213","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"TV","Televisão","integer","V0214","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"LAVAR","Máquina de lavar roupa, existência","integer","V0215","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"GELADEIRA","Geladeira, existência","integer","V0216","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"CELULAR","Telefone celular, existência","integer","V0217","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"TELEFONE","Telefone fixo, existência","integer","V0218","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"MICROCOMP","Microcomputador, existência","integer","V0219","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"INTERNET","Microcomputador com acesso à internet, existência","integer","V0220","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"MOTO","Motocicleta para uso particular, existência","integer","V0221","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"AUTO","Automóvel para uso particular, existência","integer","V0222","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"FORA","Alguém reside fora do país","integer","V0301","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"MORADOR","Quantos moradores","integer","V0401","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"RESPONSA","Responsabilidade pelo domicílio","integer","V0402","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"FALECEU","Alguém faleceu nos 12 meses anteriores","integer","V0701","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"RENDIM","Rendimento mensal domiciliar","integer","V6529","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"ESPECIED","Espécie da Unidade Doméstica","integer","V6600","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"PESO","Peso Amostral","real","V0010","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"ALUGUELSM","Aluguel em nº de salários mínimos","real","V2012","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"DENSICOM","Densidade de moradores por cômodo","integer","V6203","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"DENSIDOR","Densidade de moradores por dormitório","integer","V6204","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"RENDIMSM","Rendimento mensal domiciliar em Salários Mínimos","real","V6530","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"PERCAPTAS","Rendimento mensal domiciliar per capita em Salários Mínimos","real","V6532","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"PERCAPITA","Rendimento mensal domiciliar per capita","integer","V6531","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","DOMICIL"
"FAMILIA","Número da família","integer","F5020","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","FAMILIA"
"NUMPES","Número de Pessoas na Família","integer","F5060","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","FAMILIA"
"PERCAPITA","Rendimento familiar per capita em julho de 2010","real","F5070","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","FAMILIA"
"PERCPTSM","Rendimento familiar per capita em nº de salários mínimos em julho de 2010","real","F5080","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","FAMILIA"
"PARENT","Relação de parentesco com a pessoa responsável","integer","V0502","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"ORDEM","Ordem lógica","integer","V0504","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"SEXO","Sexo","integer","V0601","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"IDADEAM","Idade em anos e meses","integer","V6033","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"IDADE","Idade em anos","integer","V6036","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"IDADEM","Idade em meses","integer","V6037","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"IDADEF","Forma de declaração da idade","integer","V6040","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"COR","Cor ou Raça","integer","V0606","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"REGISTRO","Registro de Nascimento","integer","V0613","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"ENXERGAR","Dificuldade permanente de Enxergar","integer","V0614","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"OUVIR","Dificuldade permanente de Ouvir","integer","V0615","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"CAMINHAR","Dificuldade permanente de Caminhar ou subir degraus","integer","V0616","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"MENTAL","Deficiência Mental/Intelectual permanente","integer","V0617","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"AQUI","Nasceu neste município","integer","V0618","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"AQUIUF","Nasceu nesta Unidade da Federação","integer","V0619","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"NACION","Nacionalidade","integer","V0620","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"FIXOU","Ano que fixou residência no Brasil","integer","V0621","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"NASCONDE","UF ou país estrangeiro de nascimento","integer","V0622","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"NASCUF","Unidade da Federação de Nascimento","integer","V6222","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"NASCPAIS","País estrangeiro de nascimento","integer","V6224","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"TEMPOUF","Tempo de moradia na UF","integer","V0623","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"TEMPOMUN","Tempo de moradia no município","integer","V0624","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"MUDARONDE","UF e Munic ou País Estrangeiro antes de mudar-se","integer","V0625","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"UFANT","UF de residência anterior","integer","V6252","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"MUNICANT","Município de residência anterior","integer","V6254","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"PAISANT","País estrangeiro de residência anterior","integer","V6256","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"RESIDONDE","Residência em 31 de Julho de 2005","integer","V0626","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"RESIDUF","UF de residência em 31 de Julho de 2005","integer","V6262","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"RESIDMUN","Município de residência em 31 de Julho de 2005","integer","V6264","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"RESIDPAIS","País de residência em 31 de Julho de 2005","integer","V6266","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"SABELER","Sabe ler e escrever","integer","V0627","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"FREQUENTA","Frequenta escola ou creche","integer","V0628","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"CURSO","Curso que frequenta","integer","V0629","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"SERIEANO","Série / Ano que frequenta","integer","V0630","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"SERIE","Série que frequenta","integer","V0631","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"OUTROCUR","Conclusão de outro curso superior de graduação","integer","V0632","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"CURSOMAIS","Curso mais elevado que frequentou","integer","V0633","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"CURSOCONC","Conclusão deste curso","integer","V0634","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"CURSOESP","Espécie do curso mais elevado concluido","integer","V0635","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"NIVEL","Nível de instrução","integer","V6400","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"CURSOGRAD","Curso Superior de graduação","integer","V6352","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"CURSOMEST","Curso de Mestrado","integer","V6354","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"CURSODOUT","Curso de Doutorado","integer","V6356","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"FREQONDE","Município e UF ou País Estrangeiro que frequentava escola (ou creche)","integer","V0636","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"FREQUF","UF que frequentava escola (ou creche)","integer","V6362","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"FREQMUN","Município que frequentava escola (ou creche)","integer","V6364","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"FREQPAIS","País estrangeiro que frequentava escola (ou creche)","integer","V6366","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"VIVE","Vive em companhia de cônjuge ou companheiro(a)","integer","V0637","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"ORDEMCONJ","Número de ordem do Cônjuge ou Companheiro(a)","integer","V0638","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"NATUREZA","Natureza da união","integer","V0639","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"ESTCIVL","Estado Civil","integer","V0640","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"TRABALHOU","Trabalhou ganhando dinheiro, produtos, mercadorias ou benefícios","integer","V0641","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"TINHA","Tinha trabalho mas estava afastado","integer","V0642","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"AJUDA","Trabalhou em ajuda a morador sem pagamento","integer","V0643","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"PLANTACAO","Trabalhou na plantação, criação animais ou pesca","integer","V0644","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"TRABALHOS","Quantos trabalhos tinha","integer","V0645","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"OCUP","Ocupação","integer","V6461","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"ATIV","Atividade","integer","V6471","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"POSICAO","Posição na Ocupação","integer","V0648","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"EMPREG","Pessoas empregadas neste trabalho","integer","V0649","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"PREVID","Contribuinte de Instituto de Previdência","integer","V0650","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"RENDTIPO","Tipo de rendimento bruto no trabalho principal","integer","V0651","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"RENDVALOR","Rendimento bruto (valor) mensal no trabalho principal","integer","V6511","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"RENDTRAB","Rendimento no trabalho principal","integer","V6513","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"RENDOUTT","Tipo de rendimento bruto nos demais trabalhos","integer","V0652","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"RENDOUTV","Rendimento bruto (valor) mensal nos demais trabalhos","integer","V6521","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"RENDTOTT","Rendimento em todos os trabalhos","integer","V6525","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"RENDTOT","Rendimento mensal total","integer","V6527","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"HORAS","Horas trabalhadas por semana no trabalho principal","integer","V0653","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"TOMOU","Tomou alguma providência para conseguir trabalho","integer","V0654","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"DISPONIVEL","Se tivesse conseguido trabalho, estaria disponível para assumi-lo","integer","V0655","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"APOSENT","Tinha rendimento mensal de aposentadoria","integer","V0656","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"BOLSAFAM","Tinha rendimento mensal de Programa Social Bolsa-Família ou PETI","integer","V0657","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"OUTRPROG","Tinha rendimento mensal de outros programas sociais ou de transferências","integer","V0658","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"OUTRFONT","Tinha rendimento mensal de outras fontes (juros, pensão, aluguel, etc.)","integer","V0659","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"OUTRVALOR","Rendimento (valor) total de outras fontes (aluguel, aposentadoria...)","integer","V6591","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"TRABONDE","Em que Munic e UF ou País trabalha","integer","V0660","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"TRABUF","UF que trabalha","integer","V6602","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"TRABMUN","Munic que trabalha","integer","V6604","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"TRABPAIS","País estrangeiro que trabalha","integer","V6606","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"RETORNA","Retorna do trabalho para casa diariamente","integer","V0661","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"TEMPO","Tempo de deslocamento para o trabalho","integer","V0662","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"TEVEFINV","Teve filhos e filhas nascidos vivos","integer","V0663","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"FINVHOM","Filhos nascidos vivos (homens)","integer","V6631","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"FINVMUL","Filhas nascidas vivas (mulheres)","integer","V6632","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"FINVTOT","Filhos nascidos vivos (total)","integer","V6633","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"TEMFIVI","Tem filhos vivos","integer","V0664","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"FIVIHOM","Filhos vivos (homens)","integer","V6641","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"FIVIMUL","Filhas vivas (mulheres)","integer","V6642","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"FIVITOT","Filhos vivos (total)","integer","V6643","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"FIVISEXO","Sexo do último filho nascido vivo","integer","V0665","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
"FIVIID","Idade do último filho nascido vivo","integer","V6660","brasil","CP2010BRA","data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx","PESSOA"
