country,dataset,entity,name,label,typeName,tema_detectado
brasil,CP2010BRA,PESSOA,FALEANO,Ano que este filho faleceu,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,FALEMES,Mês que este filho faleceu,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,FALESABE,Sabe mês e ano que este filho faleceu,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,FILHOST,Filhos tidos total (nascidos vivos e nascidos mortos),integer,sin_clasificar
brasil,CP2010BRA,PESSOA,FINVHOM,Filhos nascidos vivos (homens),integer,sin_clasificar
brasil,CP2010BRA,PESSOA,FINVMUL,Filhas nascidas vivas (mulheres),integer,sin_clasificar
brasil,CP2010BRA,PESSOA,FINVTOT,Filhos nascidos vivos (total),integer,sin_clasificar
brasil,CP2010BRA,PESSOA,FIULT,Existência de filho tido nascido vivo no último ano,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,FIULTVIVO,Este filho estava vivo,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,FIVIHOM,Filhos vivos (homens),integer,sin_clasificar
brasil,CP2010BRA,PESSOA,FIVIID,Idade do último filho nascido vivo,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,FIVIMUL,Filhas vivas (mulheres),integer,sin_clasificar
brasil,CP2010BRA,PESSOA,FIVISEXO,Sexo do último filho nascido vivo,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,FIVITOT,Filhos vivos (total),integer,sin_clasificar
brasil,CP2010BRA,PESSOA,FIXOU,Ano que fixou residência no Brasil,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,FREQMUN,Município que frequentava escola (ou creche),integer,sin_clasificar
brasil,CP2010BRA,PESSOA,FREQONDE,Município e UF ou País Estrangeiro que frequentava escola (ou creche),integer,sin_clasificar
brasil,CP2010BRA,PESSOA,FREQPAIS,País estrangeiro que frequentava escola (ou creche),integer,sin_clasificar
brasil,CP2010BRA,PESSOA,FREQUENTA,Frequenta escola ou creche,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,FREQUF,UF que frequentava escola (ou creche),integer,sin_clasificar
brasil,CP2010BRA,PESSOA,HORAS,Horas trabalhadas por semana no trabalho principal,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,IDADE,Idade em anos,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,IDADEAM,Idade em anos e meses,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,IDADEF,Forma de declaração da idade,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,IDADEM,Idade em meses,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,INFORDEM,Nº de ordem do informante (outro morador),integer,sin_clasificar
brasil,CP2010BRA,PESSOA,INFORMA,Quem prestou informações,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,MAEVIVA,Tem mãe viva,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,MENTAL,Deficiência Mental/Intelectual permanente,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,MORTHOM,Filhos nascidos mortos (homens),integer,sin_clasificar
brasil,CP2010BRA,PESSOA,MORTMUL,Filhas nascidas mortas (mulheres),integer,sin_clasificar
brasil,CP2010BRA,PESSOA,MORTOS,Teve filhos nascidos mortos,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,MORTTOT,Filhos nascidos mortos (total),integer,sin_clasificar
brasil,CP2010BRA,PESSOA,MUDARONDE,UF e Munic ou País Estrangeiro antes de mudar-se,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,MUNICANT,Município de residência anterior,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,NACION,Nacionalidade,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,NASCONDE,UF ou país estrangeiro de nascimento,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,NASCPAIS,País estrangeiro de nascimento,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,NASCUF,Unidade da Federação de Nascimento,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,NATUREZA,Natureza da união,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,NIVEL,Nível de instrução,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,NUMMAE,Número de ordem da mãe da pessoa,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,OCUP,Ocupação,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,OCUP2000,Qual era a ocupação que exercia no trabalho que tinha? - código 2000,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,ORDEM,Ordem lógica,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,ORDEMCONJ,Número de ordem do Cônjuge ou Companheiro(a),integer,sin_clasificar
brasil,CP2010BRA,PESSOA,OUTRFONT,"Tinha rendimento mensal de outras fontes (juros, pensão, aluguel, etc.)",integer,sin_clasificar
brasil,CP2010BRA,PESSOA,OUTROCUR,Conclusão de outro curso superior de graduação,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,OUTRPROG,Tinha rendimento mensal de outros programas sociais ou de transferências,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,OUTRVALOR,"Rendimento (valor) total de outras fontes (aluguel, aposentadoria...)",integer,sin_clasificar
brasil,CP2010BRA,PESSOA,OUVIR,Dificuldade permanente de Ouvir,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,PAISANT,País estrangeiro de residência anterior,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,PAISANTA,País estrangeiro de residência anterior - 3 dígitos,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,PAISFREQA,País estrangeiro que frequentava escola (ou creche) - 3 dígitos,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,PAISNASCA,País estrangeiro de nascimento - 3 dígitos,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,PAISRESIDA,País de residência em 31 de julho de 2005 - 3 dígitos,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,PAISTRABA,País estrangeiro que trabalhava - 3 dígitos,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,PARENT,Relação de parentesco com a pessoa responsável,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,PLANTACAO,"Trabalhou na plantação, criação animais ou pesca",integer,sin_clasificar
brasil,CP2010BRA,PESSOA,POSICAO,Posição na Ocupação,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,POSOCUP,Posição na ocupação e categoria do emprego,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,PPESO,Peso Amostral,real,sin_clasificar
brasil,CP2010BRA,PESSOA,PREVID,Contribuinte de Instituto de Previdência,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,PREVPRI,Condição de contribuição para instituto de previdência oficial no trabalho principal,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,PREVQQ,Condição de contribuição para instituto de previdência oficial em qualquer trabalho,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,REGISTRO,Registro de Nascimento,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,RELIGIAO,Religiao,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,RELIGIAOG,Religião ou culto - grupo,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,RENDOUTS,Rendimento nos demais trabalhos em salários mínimos,real,sin_clasificar
brasil,CP2010BRA,PESSOA,RENDOUTT,Tipo de rendimento bruto nos demais trabalhos,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,RENDOUTV,Rendimento bruto (valor) mensal nos demais trabalhos,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,RENDSM,Rendimento no trabalho principal em salários mínimos,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,RENDTIPO,Tipo de rendimento bruto no trabalho principal,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,RENDTOT,Rendimento mensal total,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,RENDTOTSM,Rendimento mensal total em salários mínimos,real,sin_clasificar
brasil,CP2010BRA,PESSOA,RENDTOTT,Rendimento em todos os trabalhos,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,RENDTOTTS,Rendimento em todos os trabalhos em salários mínimos,real,sin_clasificar
brasil,CP2010BRA,PESSOA,RENDTRAB,Rendimento no trabalho principal,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,RENDVALOR,Rendimento bruto (valor) mensal no trabalho principal,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,RESIDMUN,Município de residência em 31 de Julho de 2005,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,RESIDONDE,Residência em 31 de Julho de 2005,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,RESIDPAIS,País de residência em 31 de Julho de 2005,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,RESIDUF,UF de residência em 31 de Julho de 2005,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,RETORNA,Retorna do trabalho para casa diariamente,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,SABELER,Sabe ler e escrever,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,SERIE,Série que frequenta,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,SERIEANO,Série / Ano que frequenta,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,SEXO,Sexo,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,SITOCUP,Situação de ocupação,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,TEMFIVI,Tem filhos vivos,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,TEMPO,Tempo de deslocamento para o trabalho,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,TEMPOMUN,Tempo de moradia no município,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,TEMPOUF,Tempo de moradia na UF,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,TEVEFINV,Teve filhos e filhas nascidos vivos,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,TINHA,Tinha trabalho mas estava afastado,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,TOMOU,Tomou alguma providência para conseguir trabalho,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,TRABALHOS,Quantos trabalhos tinha,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,TRABALHOU,"Trabalhou ganhando dinheiro, produtos, mercadorias ou benefícios",integer,sin_clasificar
brasil,CP2010BRA,PESSOA,TRABMUN,Munic que trabalha,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,TRABONDE,Em que Munic e UF ou País trabalha,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,TRABPAIS,País estrangeiro que trabalha,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,TRABUF,UF que trabalha,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,UFANT,UF de residência anterior,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,UFANTA,UF de residência anterior - 2 dígitos,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,UFFREQA,UF que frequentava escola (ou creche) - 2 dígitos,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,UFNASCA,UF de Nascimento - 2 dígitos,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,UFRESIDA,UF de residência em 31 de julho de 2005 - 2 dígitos,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,UFTRABA,UF que trabalhava - 2 dígitos,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,V5020,Número da família,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,V5060,Número de pessoas na família,integer,sin_clasificar
brasil,CP2010BRA,PESSOA,V5070,Rendimento familiar per capita em julho de 2010,real,sin_clasificar
brasil,CP2010BRA,PESSOA,V5080,Rendimento familiar per capita em nº de salários mínimos em julho de 2010,real,sin_clasificar
brasil,CP2010BRA,PESSOA,VIVE,Vive em companhia de cônjuge ou companheiro(a),integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0502,Marca de imputação da V0502,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0601,Marca de imputação da V0601,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0604,Marca de imputação na V0604,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0605,Marca de imputação na V0605,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0606,Marca de imputação da V0606,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0613,Marca de imputação da V0613,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0614,Marca de imputação da V0614,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0615,Marca de imputação da V0615,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0616,Marca de imputação da V0616,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0617,Marca de imputação da V0617,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0618,Marca de imputação da V0618,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0619,Marca de imputação da V0619,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0620,Marca de imputação da V0620,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0621,Marca de imputação da V0621,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0622,Marca de imputação da V0622,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0623,Marca de imputação da V0623,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0624,Marca de imputação da V0624,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0625,Marca de imputação da V0625,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0626,Marca de imputação da V0626,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0627,Marca de imputação da V0627,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0628,Marca de imputação da V0628,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0629,Marca de imputação da V0629,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0630,Marca de imputação da V0630,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0631,Marca de imputação da V0631,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0632,Marca de imputação da V0632,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0633,Marca de imputação da V0633,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0634,Marca de imputação da V0634,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0635,Marca de imputação da V0635,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0636,Marca de imputação da V0636,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0637,Marca de imputação da V0637,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0638,Marca de imputação da V0638,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0639,Marca de imputação da V0639,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0640,Marca de imputação da V0640,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0641,Marca de imputação da V0641,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0642,Marca de imputação da V0642,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0643,Marca de imputação da V0643,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0644,Marca de imputação da V0644,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0645,Marca de imputação da V0645,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0648,Marca de imputação da V0648,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0649,Marca de imputação da V0649,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0650,Marca de imputação da V0650,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0651,Marca de imputação da V0651,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0652,Marca de imputação da V0652,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0653,Marca de imputação da V0653,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0654,Marca de imputação da V0654,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0655,Marca de imputação da V0655,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0656,Marca de imputação da V0656,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0657,Marca de imputação da V0657,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0658,Marca de imputação da V0658,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0659,Marca de imputação da V0659,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0660,Marca de imputação da V0660,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0662,Marca de imputação da V0662,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0663,Marca de imputação da V0663,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0664,Marca de imputação da V0664,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0665,Marca de imputação da V0665,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0667,Marca de imputação da V0667,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0668,Marca de imputação da V0668,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0669,Marca de imputação da V0669,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0670,Marca de imputação da V0670,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M0671,Marca de imputação da V0671,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6033,Marca de imputação da V6033,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6121,Marca de imputação na V6121,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6222,Marca de imputação da V6222,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6224,Marca de imputação da V6224,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6252,Marca de imputação da V6252,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6254,Marca de imputação da V6254,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6256,Marca de imputação da V6256,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6262,Marca de imputação da V6262,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6264,Marca de imputação da V6264,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6266,Marca de imputação da V6266,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6352,Marca de imputação da V6352,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6354,Marca de imputação da V6354,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6356,Marca de imputação da V6356,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6362,Marca de imputação da V6362,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6364,Marca de imputação da V6364,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6366,Marca de imputação da V6366,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6461,Marca de imputação da V6461,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6462,Marca de imputação na V6462,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6471,Marca de imputação da V6471,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6472,Marca de imputação na V6472,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6511,Marca de imputação da V6511,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6521,Marca de imputação da V6521,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6591,Marca de imputação da V6591,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6602,Marca de imputação da V6602,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6604,Marca de imputação da V6604,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6606,Marca de imputação da V6606,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M660A,Marca de imputação da V0661,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6631,Marca de imputação da V6631,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6632,Marca de imputação da V6632,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6633,Marca de imputação da V6633,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6641,Marca de imputação da V6641,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6642,Marca de imputação da V6642,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6643,Marca de imputação da V6643,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6660,Marca de imputação da V6660,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6681,Marca de imputação da V6681,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6682,Marca de imputação da V6682,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6691,Marca de imputação da V6691,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6692,Marca de imputação da V6692,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6693,Marca de imputação da V6693,integer,sin_clasificar
brasil,CP2010BRA,PMARCAS,M6800,Marca de imputação da V6800,integer,sin_clasificar
brasil,CP2010BRA,REGIAO,IDREG,Identificação da Região Geográfica,string,sin_clasificar
brasil,CP2010BRA,REGIAO,REGIAO,Código da Região Geográfica,integer,sin_clasificar
brasil,CP2010BRA,REGIAO,REGNOME,Nome das Regiões,string,sin_clasificar
brasil,CP2010BRA,UF,IDUF,Identificação da Unidade da Federação,string,sin_clasificar
brasil,CP2010BRA,UF,UF,Unidade da Federação,integer,sin_clasificar
brasil,CP2010BRA,UF,UFNOME,Nome das UFs,string,sin_clasificar
chile,CP2017CHL,AREA,AREA,Código de Area,integer,sin_clasificar
chile,CP2017CHL,AREA,IDAREA,Código de Area,string,sin_clasificar
chile,CP2017CHL,CENSO16R,CENSO,Identification code,string,sin_clasificar
chile,CP2017CHL,COMUNA,IDCOMUNA,Código Comuna,string,sin_clasificar
chile,CP2017CHL,COMUNA,NCOMUNA,Comunas,string,sin_clasificar
chile,CP2017CHL,COMUNA,REDCODEN,División Comunal,integer,sin_clasificar
chile,CP2017CHL,DISTRITO,IDDIST,Distrito Censal,string,sin_clasificar
chile,CP2017CHL,DISTRITO,NDISTRITO,Distritos,string,sin_clasificar
chile,CP2017CHL,HOGAR,NHOGAR,Número del hogar,integer,sin_clasificar
chile,CP2017CHL,HOGAR,TIPO_HOGAR,Tipo de hogar,integer,sin_clasificar
chile,CP2017CHL,PERSONA,ESCOLARIDAD,Años de escolaridad,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P07,Relación de parentesco,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P08,Sexo,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P09,Edad,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P10,Residencia habitual,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P10COMUNA,Comuna de Residencia Habitual,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P10PAIS,Pais de Residencia Habitual,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P10PAIS_GRUPO,Pais de Residencia Habitual(grupo),integer,sin_clasificar
chile,CP2017CHL,PERSONA,P11,Comuna de Residencia Anterior,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P11COMUNA,Comuna de Residencia Anterior,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P11PAIS,Pais de Residencia Anterior,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P11PAIS_GRUPO,Pais de Residencia Anterior (grupo),integer,sin_clasificar
chile,CP2017CHL,PERSONA,P12,Comuna o pais de Nacimiento,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P12A_LLEGADA,Año de Llegada al País,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P12A_TRAMO,Período de Llegada al País,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P12COMUNA,Comuna de Nacimiento,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P12PAIS,Pais de Nacimiento,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P12PAIS_GRUPO,Pais de Nacimiento(grupo),integer,sin_clasificar
chile,CP2017CHL,PERSONA,P13,Asiste actualmente a educación formal,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P14,Curso o año más alto aprobado,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P15,Nivel del curso más alto aprobado,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P15A,Completó el nivel especificado,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P16,Se considera perteneciente a pueblo indígena u originario,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P16A,Pueblo indígena u originario,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P16A_GRUPO,Pueblo indígena u originario (Grupo),integer,sin_clasificar
chile,CP2017CHL,PERSONA,P16A_OTRO,Pueblo indígena u originario (Otros),integer,sin_clasificar
chile,CP2017CHL,PERSONA,P17,Trabajó durante la semana pasada,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P18,Rama de la actividad económica,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P19,Total hijos/as nacidos vivos,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P20,Total hijos/as actualmente vivos,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P21A,Año de nacimiento de último hijo/a,integer,sin_clasificar
chile,CP2017CHL,PERSONA,P21M,Mes de nacimiento del último/a hijo/a,integer,sin_clasificar
chile,CP2017CHL,PERSONA,PERSONAN,Número de la persona,integer,sin_clasificar
chile,CP2017CHL,PROVINCI,IDPROVIN,Código Provincia,string,sin_clasificar
chile,CP2017CHL,PROVINCI,NPROVI,Provincias,string,sin_clasificar
chile,CP2017CHL,PROVINCI,REDCODEN,División Provincial,integer,sin_clasificar
chile,CP2017CHL,REGION,IDREGION,Código Region,string,sin_clasificar
chile,CP2017CHL,REGION,NREGION,Regiones,string,sin_clasificar
chile,CP2017CHL,REGION,REDCODEN,División Regional,integer,sin_clasificar
chile,CP2017CHL,VIVIENDA,CANT_HOG,Cantidad de Hogares,integer,sin_clasificar
chile,CP2017CHL,VIVIENDA,CANT_PER,Cantidad de Personas,integer,sin_clasificar
chile,CP2017CHL,VIVIENDA,NVIV,Número de la Vivienda,integer,sin_clasificar
chile,CP2017CHL,VIVIENDA,P01,Tipo de Vivienda,integer,sin_clasificar
chile,CP2017CHL,VIVIENDA,P02,Ocupación de la Vivienda,integer,sin_clasificar
chile,CP2017CHL,VIVIENDA,P03A,Material de los muros exteriores,integer,sin_clasificar
chile,CP2017CHL,VIVIENDA,P03B,Material en la cubierta del techo,integer,sin_clasificar
chile,CP2017CHL,VIVIENDA,P03C,Material de construcción del piso,integer,sin_clasificar
chile,CP2017CHL,VIVIENDA,P04,Número de piezas usadas exclusivamente como dormitorio,integer,sin_clasificar
chile,CP2017CHL,VIVIENDA,P05,Origen del Agua,integer,sin_clasificar
chile,CP2017CHL,ZONALOC,IDZC,Zona Censal/Localidad,string,sin_clasificar
chile,CP2017CHL,ZONALOC,NLOCALIDAD,Localidades,string,sin_clasificar
peru,CP2017PER,DEPARTAM,CCDD,Departamento,string,sin_clasificar
peru,CP2017PER,DEPARTAM,NCCDD,Departamento,string,sin_clasificar
peru,CP2017PER,DISTRITO,CCDI,Distrito,string,sin_clasificar
peru,CP2017PER,DISTRITO,NCCDI,Distrito,string,sin_clasificar
peru,CP2017PER,HOGAR,C3P11,H: La energía o combustible que utiliza para cocinar: electricidad,integer,sin_clasificar
peru,CP2017PER,HOGAR,C3P12,H: La energía o combustible que utiliza para cocinar: gas (balón GLP),integer,sin_clasificar
peru,CP2017PER,HOGAR,C3P13,H: La energía o combustible que utiliza para cocinar: gas natural (sistema de tuberías),integer,sin_clasificar
peru,CP2017PER,HOGAR,C3P14,H: La energía o combustible que utiliza para cocinar: carbón,integer,sin_clasificar
peru,CP2017PER,HOGAR,C3P15,H: La energía o combustible que utiliza para cocinar: leña,integer,sin_clasificar
