country,dataset,entity,name,label,typeName,tema_detectado
argentina,CP2010ARG,HOGAR,V01,Tipo de vivienda,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,ACT2CIFR,Código de actividad 2 cifras,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,ACT4CIFR,Código de actividad,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,ACTLETRA,Código de actividad letra,string,sin_clasificar
argentina,CP2010ARG,PERSONA,CARACTER,Carácter ocupacional,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,CLAVE1P,Clave1,string,sin_clasificar
argentina,CP2010ARG,PERSONA,CODOCUP,Código de ocupación,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,CONDACT,Condición de actividad,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,EDADAGRU,Edad en grandes grupos,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,EDADQUI,Edades quinquenales,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,JEFEBAJAED,Jefe baja educ,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,MARCA_AFRO,Afrodescendiente,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,MARCA_INDI,Indígena,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,MNI,Máximo Nivel de Instrucción,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,NPER,Número de persona en el hogar,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,P01,Relación o parentesco con el jefe(a) del hogar,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,P02,Sexo,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,P03,Edad,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,P04,Fecha de nacimiento,string,sin_clasificar
argentina,CP2010ARG,PERSONA,P04A,Año de nacimiento,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,P04D,Día de nacimiento,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,P04M,Mes de nacimiento,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,P05,En que país nació,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,P06C,Pais de nacimiento,integer,sin_clasificar
argentina,CP2010ARG,PERSONA,P07,Año de llegada a la Argentina,integer,sin_clasificar
