name,label,typeName,alias,country,dataset,dictionary,entity,theme_hits
UFFREQA,UF que frequentava escola (ou creche) - 2 dígitos,integer,V6362A,brasil,CP2010BRA,data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx,PESSOA,escolaridad;geografia;entidad
UFNASCA,UF de Nascimento - 2 dígitos,integer,V6222A,brasil,CP2010BRA,data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx,PESSOA,geografia;entidad
UFRESIDA,UF de residência em 31 de julho de 2005 - 2 dígitos,integer,V6262A,brasil,CP2010BRA,data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx,PESSOA,geografia;entidad
UFTRABA,UF que trabalhava - 2 dígitos,integer,V6602A,brasil,CP2010BRA,data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx,PESSOA,geografia;entidad
V5020,Número da família,integer,,brasil,CP2010BRA,data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx,PESSOA,entidad
V5060,Número de pessoas na família,integer,,brasil,CP2010BRA,data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx,PESSOA,entidad
V5070,Rendimento familiar per capita em julho de 2010,real,,brasil,CP2010BRA,data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx,PESSOA,entidad
V5080,Rendimento familiar per capita em nº de salários mínimos em julho de 2010,real,,brasil,CP2010BRA,data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx,PESSOA,entidad
VIVE,Vive em companhia de cônjuge ou companheiro(a),integer,V0637,brasil,CP2010BRA,data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx,PESSOA,vivienda;entidad
REGIAO,Código da Região Geográfica,integer,,brasil,CP2010BRA,data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx,REGIAO,geografia
IDUF,Identificação da Unidade da Federação,string,,brasil,CP2010BRA,data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx,UF,edad;geografia
UF,Unidade da Federação,integer,V0001,brasil,CP2010BRA,data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx,UF,edad;geografia
UFNOME,Nome das UFs,string,,brasil,CP2010BRA,data/extracted/CP2010BRA/BaseR/CD2010_Amostra.dicx,UF,geografia
