name,label,typeName,alias,country,dataset,dictionary,entity,theme_hits
EXPV,Expansor,integer,,argentina,CP2010ARG,data/extracted/CP2010ARG/BASE_AMP_DPTO/CPV2010Ampliado.dicx,VIVIENDA,vivienda;ponderador;entidad
INCALCONS,Calidad constructiva de la vivienda,integer,,argentina,CP2010ARG,data/extracted/CP2010ARG/BASE_AMP_DPTO/CPV2010Ampliado.dicx,VIVIENDA,vivienda;entidad
INCALSERV,Calidad de Conexiones a Servicios Básicos,integer,,argentina,CP2010ARG,data/extracted/CP2010ARG/BASE_AMP_DPTO/CPV2010Ampliado.dicx,VIVIENDA,vivienda;entidad
INMAT,Calidad de los materiales,integer,,argentina,CP2010ARG,data/extracted/CP2010ARG/BASE_AMP_DPTO/CPV2010Ampliado.dicx,VIVIENDA,vivienda;entidad
LOCAL,Localidad,integer,,argentina,CP2010ARG,data/extracted/CP2010ARG/BASE_AMP_DPTO/CPV2010Ampliado.dicx,VIVIENDA,vivienda;geografia;entidad
MUNI,Municipio,integer,,argentina,CP2010ARG,data/extracted/CP2010ARG/BASE_AMP_DPTO/CPV2010Ampliado.dicx,VIVIENDA,vivienda;geografia;entidad
TIPVV,Tipo de vivienda agrupado,integer,,argentina,CP2010ARG,data/extracted/CP2010ARG/BASE_AMP_DPTO/CPV2010Ampliado.dicx,VIVIENDA,vivienda;entidad
TOTHOG,Cantidad de Hogares en la Vivienda,integer,,argentina,CP2010ARG,data/extracted/CP2010ARG/BASE_AMP_DPTO/CPV2010Ampliado.dicx,VIVIENDA,vivienda;entidad
URP,Area Urbano - Rural,integer,,argentina,CP2010ARG,data/extracted/CP2010ARG/BASE_AMP_DPTO/CPV2010Ampliado.dicx,VIVIENDA,vivienda;geografia;entidad
V00,Tipo de vivienda colectiva,integer,,argentina,CP2010ARG,data/extracted/CP2010ARG/BASE_AMP_DPTO/CPV2010Ampliado.dicx,VIVIENDA,vivienda;entidad
V00O,Otros tipo de vivienda colectiva,string,,argentina,CP2010ARG,data/extracted/CP2010ARG/BASE_AMP_DPTO/CPV2010Ampliado.dicx,VIVIENDA,vivienda;entidad
