country_guess,dataset_folder,path,file_name,extension,size_bytes,size_mb,likely_role,readable_by_duckdb,notes
Peru,BaseR,data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D-0127.rbf,CPVPER2017D-0127.rbf,.rbf,235055072,224.17,unknown,no,"Ext: .rbf, Name: CPVPER2017D-0127.RBF"
Argentina,BASE_AMP_DPTO,data/extracted/CP2010ARG/BASE_AMP_DPTO/CPV200011.rbf,CPV200011.rbf,.rbf,195294750,186.25,unknown,no,"Ext: .rbf, Name: CPV200011.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_182.rbf,CD2010_182.rbf,.rbf,165083776,157.44,unknown,no,"Ext: .rbf, Name: CD2010_182.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_188.rbf,CD2010_188.rbf,.rbf,165083776,157.44,unknown,no,"Ext: .rbf, Name: CD2010_188.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/PESSOA_RENDTOTSM.RBF,PESSOA_RENDTOTSM.RBF,.rbf,165083776,157.44,unknown,no,"Ext: .rbf, Name: PESSOA_RENDTOTSM.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_183.rbf,CD2010_183.rbf,.rbf,165083776,157.44,unknown,no,"Ext: .rbf, Name: CD2010_183.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/PESSOA_RENDOUTS.RBF,PESSOA_RENDOUTS.RBF,.rbf,165083776,157.44,unknown,no,"Ext: .rbf, Name: PESSOA_RENDOUTS.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/PESSOA_RENDTOTTS.RBF,PESSOA_RENDTOTTS.RBF,.rbf,165083776,157.44,unknown,no,"Ext: .rbf, Name: PESSOA_RENDTOTTS.RBF"
Argentina,BASE_AMP_DPTO,data/extracted/CP2010ARG/BASE_AMP_DPTO/CPV200073.rbf,CPV200073.rbf,.rbf,136982360,130.64,unknown,no,"Ext: .rbf, Name: CPV200073.RBF"
Argentina,BASE_AMP_DPTO,data/extracted/CP2010ARG/BASE_AMP_DPTO/CPV200120.rbf,CPV200120.rbf,.rbf,102736770,97.98,unknown,no,"Ext: .rbf, Name: CPV200120.RBF"
Argentina,BASE_AMP_DPTO,data/extracted/CP2010ARG/BASE_AMP_DPTO/CPV200125.rbf,CPV200125.rbf,.rbf,85613975,81.65,unknown,no,"Ext: .rbf, Name: CPV200125.RBF"
Peru,Docs,data/extracted/CP2007PER/CP2007PER/Docs/CPV2007.mpg,CPV2007.mpg,.mpg,82039944,78.24,unknown,no,"Ext: .mpg, Name: CPV2007.MPG"
Brasil,BaseOriginal,data/extracted/Cp2000BRA/BaseOriginal/CD1020204.RBF,CD1020204.RBF,.rbf,81097656,77.34,unknown,no,"Ext: .rbf, Name: CD1020204.RBF"
Brasil,BaseOriginal,data/extracted/Cp2000BRA/BaseOriginal/CD1020189.RBF,CD1020189.RBF,.rbf,81097656,77.34,unknown,no,"Ext: .rbf, Name: CD1020189.RBF"
Brasil,BaseOriginal,data/extracted/Cp2000BRA/BaseOriginal/CD1020213.RBF,CD1020213.RBF,.rbf,81097656,77.34,unknown,no,"Ext: .rbf, Name: CD1020213.RBF"
Brasil,BaseOriginal,data/extracted/Cp2000BRA/BaseOriginal/CD1020202.RBF,CD1020202.RBF,.rbf,81097656,77.34,unknown,no,"Ext: .rbf, Name: CD1020202.RBF"
Brasil,BaseOriginal,data/extracted/Cp2000BRA/BaseOriginal/CD1020212.RBF,CD1020212.RBF,.rbf,81097656,77.34,unknown,no,"Ext: .rbf, Name: CD1020212.RBF"
Brasil,BaseOriginal,data/extracted/Cp2000BRA/BaseOriginal/CD1020208.RBF,CD1020208.RBF,.rbf,81097656,77.34,unknown,no,"Ext: .rbf, Name: CD1020208.RBF"
Brasil,BaseOriginal,data/extracted/Cp2000BRA/BaseOriginal/CD1020191.RBF,CD1020191.RBF,.rbf,81097656,77.34,unknown,no,"Ext: .rbf, Name: CD1020191.RBF"
Brasil,BaseOriginal,data/extracted/Cp2000BRA/BaseOriginal/CD1020184.RBF,CD1020184.RBF,.rbf,81097656,77.34,unknown,no,"Ext: .rbf, Name: CD1020184.RBF"
Brasil,BaseOriginal,data/extracted/Cp2000BRA/BaseOriginal/CD1020206.RBF,CD1020206.RBF,.rbf,81097656,77.34,unknown,no,"Ext: .rbf, Name: CD1020206.RBF"
Brasil,BaseOriginal,data/extracted/Cp2000BRA/BaseOriginal/CD1020210.RBF,CD1020210.RBF,.rbf,81097656,77.34,unknown,no,"Ext: .rbf, Name: CD1020210.RBF"
Brasil,BaseOriginal,data/extracted/Cp2000BRA/BaseOriginal/CD1020134.RBF,CD1020134.RBF,.rbf,81097656,77.34,unknown,no,"Ext: .rbf, Name: CD1020134.RBF"
Brasil,BaseOriginal,data/extracted/Cp2000BRA/BaseOriginal/CD1020172.RBF,CD1020172.RBF,.rbf,81097656,77.34,unknown,no,"Ext: .rbf, Name: CD1020172.RBF"
Brasil,BaseOriginal,data/extracted/Cp2000BRA/BaseOriginal/CD1020130.RBF,CD1020130.RBF,.rbf,81097656,77.34,unknown,no,"Ext: .rbf, Name: CD1020130.RBF"
Brasil,BaseOriginal,data/extracted/Cp2000BRA/BaseOriginal/CD1020185.RBF,CD1020185.RBF,.rbf,81097656,77.34,unknown,no,"Ext: .rbf, Name: CD1020185.RBF"
Brasil,BaseOriginal,data/extracted/Cp2000BRA/BaseOriginal/CD1020192.RBF,CD1020192.RBF,.rbf,81097656,77.34,unknown,no,"Ext: .rbf, Name: CD1020192.RBF"
Brasil,BaseOriginal,data/extracted/Cp2000BRA/BaseOriginal/CD1020190.RBF,CD1020190.RBF,.rbf,81097656,77.34,unknown,no,"Ext: .rbf, Name: CD1020190.RBF"
Peru,BaseR,data/extracted/CP2017PER/BaseD/BaseR/C5P7DI.rbf,C5P7DI.rbf,.rbf,73454712,70.05,unknown,no,"Ext: .rbf, Name: C5P7DI.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/PESSOA_RENDSM.RBF,PESSOA_RENDSM.RBF,.rbf,69644720,66.42,unknown,no,"Ext: .rbf, Name: PESSOA_RENDSM.RBF"
Peru,BasePub,data/extracted/CP2007PER/CP2007PER/BasePub/Peru0056.rbf,Peru0056.rbf,.rbf,68530396,65.36,unknown,no,"Ext: .rbf, Name: PERU0056.RBF"
Peru,BasePub,data/extracted/CP2007PER/CP2007PER/BasePub/P05CDI.rbf,P05CDI.rbf,.rbf,68530396,65.36,unknown,no,"Ext: .rbf, Name: P05CDI.RBF"
Peru,BasePub,data/extracted/CP2007PER/CP2007PER/BasePub/P07CDI.rbf,P07CDI.rbf,.rbf,68530396,65.36,unknown,no,"Ext: .rbf, Name: P07CDI.RBF"
Peru,BasePub,data/extracted/CP2007PER/CP2007PER/BasePub/Peru0058.rbf,Peru0058.rbf,.rbf,68530396,65.36,unknown,no,"Ext: .rbf, Name: PERU0058.RBF"
Peru,BasePub,data/extracted/CP2007PER/CP2007PER/BasePub/P06CDI.rbf,P06CDI.rbf,.rbf,68530396,65.36,unknown,no,"Ext: .rbf, Name: P06CDI.RBF"
Peru,BasePub,data/extracted/CP2007PER/CP2007PER/BasePub/Peru0054.rbf,Peru0054.rbf,.rbf,68530396,65.36,unknown,no,"Ext: .rbf, Name: PERU0054.RBF"
Brasil,BaseOriginal,data/extracted/Cp1991BRA/BaseOriginal/C1020131.BIN,C1020131.BIN,.bin,68182856,65.02,unknown,no,"Ext: .bin, Name: C1020131.BIN"
Brasil,BaseOriginal,data/extracted/Cp1991BRA/BaseOriginal/C1020129.BIN,C1020129.BIN,.bin,68182856,65.02,unknown,no,"Ext: .bin, Name: C1020129.BIN"
Brasil,BaseOriginal,data/extracted/Cp1991BRA/BaseOriginal/C1020133.BIN,C1020133.BIN,.bin,68182856,65.02,unknown,no,"Ext: .bin, Name: C1020133.BIN"
Brasil,BaseOriginal,data/extracted/Cp1991BRA/BaseOriginal/C1020127.BIN,C1020127.BIN,.bin,68182856,65.02,unknown,no,"Ext: .bin, Name: C1020127.BIN"
Brasil,BaseOriginal,data/extracted/Cp1991BRA/BaseOriginal/C1020136.BIN,C1020136.BIN,.bin,68182856,65.02,unknown,no,"Ext: .bin, Name: C1020136.BIN"
Peru,BaseR,data/extracted/CP2017PER/BaseD/BaseR/C5P5DI.rbf,C5P5DI.rbf,.rbf,66109240,63.05,unknown,no,"Ext: .rbf, Name: C5P5DI.RBF"
Peru,BaseR,data/extracted/CP2017PER/BaseD/BaseR/C5P6DI.rbf,C5P6DI.rbf,.rbf,66109240,63.05,unknown,no,"Ext: .rbf, Name: C5P6DI.RBF"
Peru,BaseR,data/extracted/CP2017PER/BaseD/BaseR/C5P15DI.rbf,C5P15DI.rbf,.rbf,66109240,63.05,unknown,no,"Ext: .rbf, Name: C5P15DI.RBF"
Brasil,Variables,data/extracted/Cp2000BRA/Celade/Variables/INDEDUBR00.RBF,INDEDUBR00.RBF,.rbf,63656532,60.71,unknown,no,"Ext: .rbf, Name: INDEDUBR00.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_109.rbf,CD2010_109.rbf,.rbf,61906420,59.04,unknown,no,"Ext: .rbf, Name: CD2010_109.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_147.rbf,CD2010_147.rbf,.rbf,61906420,59.04,unknown,no,"Ext: .rbf, Name: CD2010_147.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_091.rbf,CD2010_091.rbf,.rbf,61906420,59.04,unknown,no,"Ext: .rbf, Name: CD2010_091.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_087.rbf,CD2010_087.rbf,.rbf,61906420,59.04,unknown,no,"Ext: .rbf, Name: CD2010_087.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_108.rbf,CD2010_108.rbf,.rbf,61906420,59.04,unknown,no,"Ext: .rbf, Name: CD2010_108.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_089.rbf,CD2010_089.rbf,.rbf,61906420,59.04,unknown,no,"Ext: .rbf, Name: CD2010_089.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_145.rbf,CD2010_145.rbf,.rbf,61906420,59.04,unknown,no,"Ext: .rbf, Name: CD2010_145.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_093.rbf,CD2010_093.rbf,.rbf,61906420,59.04,unknown,no,"Ext: .rbf, Name: CD2010_093.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_082.rbf,CD2010_082.rbf,.rbf,61906420,59.04,unknown,no,"Ext: .rbf, Name: CD2010_082.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_146.rbf,CD2010_146.rbf,.rbf,61906420,59.04,unknown,no,"Ext: .rbf, Name: CD2010_146.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_088.rbf,CD2010_088.rbf,.rbf,61906420,59.04,unknown,no,"Ext: .rbf, Name: CD2010_088.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_110.rbf,CD2010_110.rbf,.rbf,61906420,59.04,unknown,no,"Ext: .rbf, Name: CD2010_110.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_134.rbf,CD2010_134.rbf,.rbf,61906420,59.04,unknown,no,"Ext: .rbf, Name: CD2010_134.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_083.rbf,CD2010_083.rbf,.rbf,61906420,59.04,unknown,no,"Ext: .rbf, Name: CD2010_083.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_132.rbf,CD2010_132.rbf,.rbf,61906420,59.04,unknown,no,"Ext: .rbf, Name: CD2010_132.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_092.rbf,CD2010_092.rbf,.rbf,61906420,59.04,unknown,no,"Ext: .rbf, Name: CD2010_092.RBF"
Brasil,Variables,data/extracted/Cp2000BRA/Celade/Variables/INDBIENBR00.RBF,INDBIENBR00.RBF,.rbf,58351821,55.65,unknown,no,"Ext: .rbf, Name: INDBIENBR00.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_062.rbf,CD2010_062.rbf,.rbf,53234368,50.77,unknown,no,"Ext: .rbf, Name: CD2010_062.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_063.rbf,CD2010_063.rbf,.rbf,53234368,50.77,unknown,no,"Ext: .rbf, Name: CD2010_063.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_127.rbf,CD2010_127.rbf,.rbf,51588684,49.2,unknown,no,"Ext: .rbf, Name: CD2010_127.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_143.rbf,CD2010_143.rbf,.rbf,51588684,49.2,unknown,no,"Ext: .rbf, Name: CD2010_143.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_130.rbf,CD2010_130.rbf,.rbf,51588684,49.2,unknown,no,"Ext: .rbf, Name: CD2010_130.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_126.rbf,CD2010_126.rbf,.rbf,51588684,49.2,unknown,no,"Ext: .rbf, Name: CD2010_126.RBF"
Peru,BaseR,data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D-0110.rbf,CPVPER2017D-0110.rbf,.rbf,51418300,49.04,unknown,no,"Ext: .rbf, Name: CPVPER2017D-0110.RBF"
Peru,BaseR,data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D-0109.rbf,CPVPER2017D-0109.rbf,.rbf,51418300,49.04,unknown,no,"Ext: .rbf, Name: CPVPER2017D-0109.RBF"
Peru,BaseR,data/extracted/CP2017PER/BaseD/BaseR/C5P7PV.rbf,C5P7PV.rbf,.rbf,51418300,49.04,unknown,no,"Ext: .rbf, Name: C5P7PV.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/DOMICIL_ALUGUELSM.RBF,DOMICIL_ALUGUELSM.RBF,.rbf,49538656,47.24,unknown,no,"Ext: .rbf, Name: DOMICIL_ALUGUELSM.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/DOMICIL_PERCAPITA.RBF,DOMICIL_PERCAPITA.RBF,.rbf,49538656,47.24,unknown,no,"Ext: .rbf, Name: DOMICIL_PERCAPITA.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/DOMICIL_RENDIMSM.RBF,DOMICIL_RENDIMSM.RBF,.rbf,49538656,47.24,unknown,no,"Ext: .rbf, Name: DOMICIL_RENDIMSM.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/DOMICIL_PESO.RBF,DOMICIL_PESO.RBF,.rbf,49538656,47.24,unknown,no,"Ext: .rbf, Name: DOMICIL_PESO.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/DOMICIL_PERCAPTAS.RBF,DOMICIL_PERCAPTAS.RBF,.rbf,49538656,47.24,unknown,no,"Ext: .rbf, Name: DOMICIL_PERCAPTAS.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_021.rbf,CD2010_021.rbf,.rbf,49538656,47.24,unknown,no,"Ext: .rbf, Name: CD2010_021.RBF"
Brasil,Variables,data/extracted/Cp1991BRA/Celade/Variables/INDEDUBR91.RBF,INDEDUBR91.RBF,.rbf,48294636,46.06,unknown,no,"Ext: .rbf, Name: INDEDUBR91.RBF"
Peru,BasePub,data/extracted/CP2007PER/CP2007PER/BasePub/Peru0087.rbf,Peru0087.rbf,.rbf,47971276,45.75,unknown,no,"Ext: .rbf, Name: PERU0087.RBF"
Peru,BasePub,data/extracted/CP2007PER/CP2007PER/BasePub/Peru0081.rbf,Peru0081.rbf,.rbf,47971276,45.75,unknown,no,"Ext: .rbf, Name: PERU0081.RBF"
Peru,BasePub,data/extracted/CP2007PER/CP2007PER/BasePub/P05CPP.rbf,P05CPP.rbf,.rbf,47971276,45.75,unknown,no,"Ext: .rbf, Name: P05CPP.RBF"
Peru,BasePub,data/extracted/CP2007PER/CP2007PER/BasePub/Peru0073.rbf,Peru0073.rbf,.rbf,47971276,45.75,unknown,no,"Ext: .rbf, Name: PERU0073.RBF"
Peru,BasePub,data/extracted/CP2007PER/CP2007PER/BasePub/P07CPP.rbf,P07CPP.rbf,.rbf,47971276,45.75,unknown,no,"Ext: .rbf, Name: P07CPP.RBF"
Peru,BasePub,data/extracted/CP2007PER/CP2007PER/BasePub/P06CPP.rbf,P06CPP.rbf,.rbf,47971276,45.75,unknown,no,"Ext: .rbf, Name: P06CPP.RBF"
Peru,BasePub,data/extracted/CP2007PER/CP2007PER/BasePub/Peru0085.rbf,Peru0085.rbf,.rbf,47971276,45.75,unknown,no,"Ext: .rbf, Name: PERU0085.RBF"
Peru,BasePub,data/extracted/CP2007PER/CP2007PER/BasePub/Peru0089.rbf,Peru0089.rbf,.rbf,47971276,45.75,unknown,no,"Ext: .rbf, Name: PERU0089.RBF"
Brasil,Variables,data/extracted/Cp1991BRA/Celade/Variables/INDBIENBR91.RBF,INDBIENBR91.RBF,.rbf,44270083,42.22,unknown,no,"Ext: .rbf, Name: INDBIENBR91.RBF"
Peru,BaseR,data/extracted/CP2017PER/BaseD/BaseR/C5P5PV.rbf,C5P5PV.rbf,.rbf,44072828,42.03,unknown,no,"Ext: .rbf, Name: C5P5PV.RBF"
Peru,BaseR,data/extracted/CP2017PER/BaseD/BaseR/C5P6PV.rbf,C5P6PV.rbf,.rbf,44072828,42.03,unknown,no,"Ext: .rbf, Name: C5P6PV.RBF"
Peru,BaseR,data/extracted/CP2017PER/BaseD/BaseR/C5P15PV.rbf,C5P15PV.rbf,.rbf,44072828,42.03,unknown,no,"Ext: .rbf, Name: C5P15PV.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_185.rbf,CD2010_185.rbf,.rbf,43850380,41.82,unknown,no,"Ext: .rbf, Name: CD2010_185.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_121.rbf,CD2010_121.rbf,.rbf,43850380,41.82,unknown,no,"Ext: .rbf, Name: CD2010_121.RBF"
Argentina,BASE_AMP_DPTO,data/extracted/CP2010ARG/BASE_AMP_DPTO/CPV200097.rbf,CPV200097.rbf,.rbf,42806988,40.82,unknown,no,"Ext: .rbf, Name: CPV200097.RBF"
Argentina,BASE_AMP_DPTO,data/extracted/CP2010ARG/BASE_AMP_DPTO/CPV200099.rbf,CPV200099.rbf,.rbf,42806988,40.82,unknown,no,"Ext: .rbf, Name: CPV200099.RBF"
Brasil,BaseOriginal,data/extracted/Cp2000BRA/BaseOriginal/CD1020077.RBF,CD1020077.RBF,.rbf,42437688,40.47,unknown,no,"Ext: .rbf, Name: CD1020077.RBF"
Brasil,BaseOriginal,data/extracted/Cp2000BRA/BaseOriginal/CD1020120.RBF,CD1020120.RBF,.rbf,40548828,38.67,unknown,no,"Ext: .rbf, Name: CD1020120.RBF"
Brasil,BaseOriginal,data/extracted/Cp2000BRA/BaseOriginal/CD1020170.RBF,CD1020170.RBF,.rbf,40548828,38.67,unknown,no,"Ext: .rbf, Name: CD1020170.RBF"
Brasil,BaseOriginal,data/extracted/Cp2000BRA/BaseOriginal/CD1020197.RBF,CD1020197.RBF,.rbf,40548828,38.67,unknown,no,"Ext: .rbf, Name: CD1020197.RBF"
Brasil,BaseOriginal,data/extracted/Cp2000BRA/BaseOriginal/CD1020098.RBF,CD1020098.RBF,.rbf,40548828,38.67,unknown,no,"Ext: .rbf, Name: CD1020098.RBF"
Peru,BaseR,data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D-0005.ptr,CPVPER2017D-0005.ptr,.ptr,40535404,38.66,unknown,no,"Ext: .ptr, Name: CPVPER2017D-0005.PTR"
Peru,BaseR,data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D-0126.rbf,CPVPER2017D-0126.rbf,.rbf,40400092,38.53,unknown,no,"Ext: .rbf, Name: CPVPER2017D-0126.RBF"
Chile,Docs,data/extracted/CP2017CHL/Docs/Manual_para-Censistas.pdf,Manual_para-Censistas.pdf,.pdf,38386512,36.61,unknown,no,"Ext: .pdf, Name: MANUAL_PARA-CENSISTAS.PDF"
Argentina,BASE_AMP_DPTO,data/extracted/CP2010ARG/BASE_AMP_DPTO/CPV200111.rbf,CPV200111.rbf,.rbf,36385940,34.7,unknown,no,"Ext: .rbf, Name: CPV200111.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_164.rbf,CD2010_164.rbf,.rbf,36112080,34.44,unknown,no,"Ext: .rbf, Name: CD2010_164.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_184.rbf,CD2010_184.rbf,.rbf,36112080,34.44,unknown,no,"Ext: .rbf, Name: CD2010_184.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_120.rbf,CD2010_120.rbf,.rbf,36112080,34.44,unknown,no,"Ext: .rbf, Name: CD2010_120.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_080.rbf,CD2010_080.rbf,.rbf,36112080,34.44,unknown,no,"Ext: .rbf, Name: CD2010_080.RBF"
Peru,BasePub,data/extracted/CP2007PER/CP2007PER/BasePub/P16CODOCU1.rbf,P16CODOCU1.rbf,.rbf,34265200,32.68,unknown,no,"Ext: .rbf, Name: P16CODOCU1.RBF"
Brasil,BaseOriginal,data/extracted/Cp1991BRA/BaseOriginal/C1020112.BIN,C1020112.BIN,.bin,34091428,32.51,unknown,no,"Ext: .bin, Name: C1020112.BIN"
Brasil,BaseOriginal,data/extracted/Cp1991BRA/BaseOriginal/C1020118.BIN,C1020118.BIN,.bin,34091428,32.51,unknown,no,"Ext: .bin, Name: C1020118.BIN"
Brasil,BaseOriginal,data/extracted/Cp1991BRA/BaseOriginal/C1020076.BIN,C1020076.BIN,.bin,34091428,32.51,unknown,no,"Ext: .bin, Name: C1020076.BIN"
Brasil,BaseOriginal,data/extracted/Cp1991BRA/BaseOriginal/C1020113.BIN,C1020113.BIN,.bin,34091428,32.51,unknown,no,"Ext: .bin, Name: C1020113.BIN"
Peru,BaseR,data/extracted/CP2017PER/BaseD/BaseR/CPVPER2017D-0006.ptr,CPVPER2017D-0006.ptr,.ptr,33133144,31.6,unknown,no,"Ext: .ptr, Name: CPVPER2017D-0006.PTR"
Chile,BaseOrg16,data/extracted/CP2017CHL/BaseOrg16/CPV2017-1638.rbf,CPV2017-1638.rbf,.rbf,30754508,29.33,unknown,no,"Ext: .rbf, Name: CPV2017-1638.RBF"
Chile,BaseOrg16,data/extracted/CP2017CHL/BaseOrg16/CPV2017-1630.rbf,CPV2017-1630.rbf,.rbf,30754508,29.33,unknown,no,"Ext: .rbf, Name: CPV2017-1630.RBF"
Chile,BaseOrg16,data/extracted/CP2017CHL/BaseOrg16/CPV2017-1634.rbf,CPV2017-1634.rbf,.rbf,30754508,29.33,unknown,no,"Ext: .rbf, Name: CPV2017-1634.RBF"
Chile,BaseOrg16,data/extracted/CP2017CHL/BaseOrg16/CPV2017-1641.rbf,CPV2017-1641.rbf,.rbf,30754508,29.33,unknown,no,"Ext: .rbf, Name: CPV2017-1641.RBF"
Chile,BaseOrg16,data/extracted/CP2017CHL/BaseOrg16/CPV2017-1655.rbf,CPV2017-1655.rbf,.rbf,30754508,29.33,unknown,no,"Ext: .rbf, Name: CPV2017-1655.RBF"
Chile,BaseOrg16,data/extracted/CP2017CHL/BaseOrg16/CPV2017-1625.rbf,CPV2017-1625.rbf,.rbf,30754508,29.33,unknown,no,"Ext: .rbf, Name: CPV2017-1625.RBF"
Peru,BasePub,data/extracted/CP2007PER/CP2007PER/BasePub/Peru0005.ptr,Peru0005.ptr,.ptr,30332564,28.93,unknown,no,"Ext: .ptr, Name: PERU0005.PTR"
Argentina,BASE_AMP_DPTO,data/extracted/CP2010ARG/BASE_AMP_DPTO/CPV200069.rbf,CPV200069.rbf,.rbf,29964892,28.58,unknown,no,"Ext: .rbf, Name: CPV200069.RBF"
Argentina,BASE_AMP_DPTO,data/extracted/CP2010ARG/BASE_AMP_DPTO/CPV200110.rbf,CPV200110.rbf,.rbf,29964892,28.58,unknown,no,"Ext: .rbf, Name: CPV200110.RBF"
Argentina,BASE_AMP_DPTO,data/extracted/CP2010ARG/BASE_AMP_DPTO/CPV200122.rbf,CPV200122.rbf,.rbf,29964892,28.58,unknown,no,"Ext: .rbf, Name: CPV200122.RBF"
Argentina,BASE_AMP_DPTO,data/extracted/CP2010ARG/BASE_AMP_DPTO/CPV200034.rbf,CPV200034.rbf,.rbf,29736984,28.36,unknown,no,"Ext: .rbf, Name: CPV200034.RBF"
Peru,BasePub,data/extracted/CP2007PER/CP2007PER/BasePub/Peru0006.ptr,Peru0006.ptr,.ptr,27084292,25.83,unknown,no,"Ext: .ptr, Name: PERU0006.PTR"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_007.ptr,CD2010_007.ptr,.ptr,26617188,25.38,unknown,no,"Ext: .ptr, Name: CD2010_007.PTR"
Chile,BaseOrg16,data/extracted/CP2017CHL/BaseOrg16/CPV2017-1608.ptr,CPV2017-1608.ptr,.ptr,25998300,24.79,unknown,no,"Ext: .ptr, Name: CPV2017-1608.PTR"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_085.rbf,CD2010_085.rbf,.rbf,25794344,24.6,unknown,no,"Ext: .rbf, Name: CD2010_085.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/PESSOA_PAISNASCA.RBF,PESSOA_PAISNASCA.RBF,.rbf,25794344,24.6,unknown,no,"Ext: .rbf, Name: PESSOA_PAISNASCA.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/PESSOA_PAISANTA.RBF,PESSOA_PAISANTA.RBF,.rbf,25794344,24.6,unknown,no,"Ext: .rbf, Name: PESSOA_PAISANTA.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_177.rbf,CD2010_177.rbf,.rbf,25794344,24.6,unknown,no,"Ext: .rbf, Name: CD2010_177.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_067.rbf,CD2010_067.rbf,.rbf,25794344,24.6,unknown,no,"Ext: .rbf, Name: CD2010_067.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_104.rbf,CD2010_104.rbf,.rbf,25794344,24.6,unknown,no,"Ext: .rbf, Name: CD2010_104.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_105.rbf,CD2010_105.rbf,.rbf,25794344,24.6,unknown,no,"Ext: .rbf, Name: CD2010_105.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_106.rbf,CD2010_106.rbf,.rbf,25794344,24.6,unknown,no,"Ext: .rbf, Name: CD2010_106.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/PESSOA_PAISTRABA.RBF,PESSOA_PAISTRABA.RBF,.rbf,25794344,24.6,unknown,no,"Ext: .rbf, Name: PESSOA_PAISTRABA.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/PESSOA_PAISRESIDA.RBF,PESSOA_PAISRESIDA.RBF,.rbf,25794344,24.6,unknown,no,"Ext: .rbf, Name: PESSOA_PAISRESIDA.RBF"
Brasil,BaseR,data/extracted/CP2010BRA/BaseR/CD2010_159.rbf,CD2010_159.rbf,.rbf,25794344,24.6,unknown,no,"Ext: .rbf, Name: CD2010_159.RBF"
